"filename", "language", "TypeScript", "CSS", "HTML", "JSON", "XML", "SCSS", "comment", "blank", "total"
"c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\assets\scss\paper-dashboard\angular\_inputs.scss", "SCSS", 0, 0, 0, 0, 0, -3, 0, -1, -4
"c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\assets\scss\paper-dashboard\angular\_plugin-ngx-toastr.scss", "SCSS", 0, 0, 0, 0, 0, -92, 0, -15, -107
"c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\assets\scss\paper-dashboard\angular\_sidebar-and-main-panel.scss", "SCSS", 0, 0, 0, 0, 0, -7, 0, -2, -9
"c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\assets\scss\paper-dashboard\cards\_card-chart.scss", "SCSS", 0, 0, 0, 0, 0, -41, 0, -8, -49
"c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\assets\scss\paper-dashboard\cards\_card-map.scss", "SCSS", 0, 0, 0, 0, 0, -3, 0, -1, -4
"c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\assets\scss\paper-dashboard\cards\_card-plain.scss", "SCSS", 0, 0, 0, 0, 0, -14, 0, -4, -18
"c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\assets\scss\paper-dashboard\cards\_card-stats.scss", "SCSS", 0, 0, 0, 0, 0, -39, 0, -10, -49
"c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\assets\scss\paper-dashboard\cards\_card-user.scss", "SCSS", 0, 0, 0, 0, 0, -41, 0, -10, -51
"c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\assets\scss\paper-dashboard\mixins\_buttons.scss", "SCSS", 0, 0, 0, 0, 0, -179, -2, -32, -213
"c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\assets\scss\paper-dashboard\mixins\_cards.scss", "SCSS", 0, 0, 0, 0, 0, -4, 0, -1, -5
"c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\assets\scss\paper-dashboard\mixins\_dropdown.scss", "SCSS", 0, 0, 0, 0, 0, -19, 0, -6, -25
"c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\assets\scss\paper-dashboard\mixins\_inputs.scss", "SCSS", 0, 0, 0, 0, 0, -188, -6, -40, -234
"c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\assets\scss\paper-dashboard\mixins\_page-header.scss", "SCSS", 0, 0, 0, 0, 0, -7, 0, -1, -8
"c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\assets\scss\paper-dashboard\mixins\_transparency.scss", "SCSS", 0, 0, 0, 0, 0, -5, -2, -2, -9
"c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\assets\scss\paper-dashboard\mixins\_vendor-prefixes.scss", "SCSS", 0, 0, 0, 0, 0, -204, 0, -25, -229
"c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\assets\scss\paper-dashboard\plugins\_plugin-animate-bootstrap-notify.scss", "SCSS", 0, 0, 0, 0, 0, -153, -7, -68, -228
"c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\assets\scss\paper-dashboard\plugins\_plugin-perfect-scrollbar.scss", "SCSS", 0, 0, 0, 0, 0, -104, -9, -1, -114
"c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\assets\straight lines.svg", "XML", 0, 0, 0, 0, -5, 0, 0, -1, -6
"c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\assets\upper lines.svg", "XML", 0, 0, 0, 0, -7, 0, 0, -1, -8
"c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\assets\youtube.svg", "XML", 0, 0, 0, 0, -3, 0, 0, -1, -4
"c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\dummyData.json", "JSON", 0, 0, 0, -8, 0, 0, 0, -1, -9
"c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\environments\environment.prod.ts", "TypeScript", -3, 0, 0, 0, 0, 0, 0, -1, -4
"c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\environments\environment.ts", "TypeScript", -3, 0, 0, 0, 0, 0, -11, -3, -17
"c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\index.html", "HTML", 0, 0, -13, 0, 0, 0, 0, -1, -14
"c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\main.ts", "TypeScript", -9, 0, 0, 0, 0, 0, 0, -4, -13
"c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\polyfills.ts", "TypeScript", -1, 0, 0, 0, 0, 0, -47, -6, -54
"c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\styles.css", "CSS", 0, 0, 0, 0, 0, 0, -1, -1, -2
"c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\test.ts", "TypeScript", -18, 0, 0, 0, 0, 0, -4, -5, -27
"Total", "-", -2, -116, 2, -8, -405, -5061, -205, -1033, -6828
