Date : 2022-10-24 16:59:53
Directory : c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src
Total : 326 files,  21619 codes, 2094 comments, 4484 blanks, all 28197 lines

Languages
+------------+------------+------------+------------+------------+------------+
| language   | files      | code       | comment    | blank      | total      |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\porducts\categories.model.ts                                               | TypeScript |          3 |          0 |          1 |          4 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\porducts\mosqui-wizzard\mosqui-wizzard.component.css                       | CSS        |        189 |          1 |         30 |        220 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\porducts\mosqui-wizzard\mosqui-wizzard.component.html                      | HTML       |         96 |        135 |         21 |        252 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\porducts\mosqui-wizzard\mosqui-wizzard.component.spec.ts                   | TypeScript |         18 |          0 |          6 |         24 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\porducts\mosqui-wizzard\mosqui-wizzard.component.ts                        | TypeScript |        132 |          2 |         24 |        158 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\porducts\porducts.component.css                                            | CSS        |         13 |          0 |          7 |         20 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\porducts\porducts.component.html                                           | HTML       |          5 |          0 |         10 |         15 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\porducts\porducts.component.spec.ts                                        | TypeScript |         18 |          0 |          6 |         24 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\porducts\porducts.component.ts                                             | TypeScript |         50 |          0 |         15 |         65 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\porducts\product-list\PerlaProfilLogo-dark 1.svg                           | XML        |          8 |          0 |          1 |          9 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\porducts\product-list\product-list.component.css                           | CSS        |      1,058 |         39 |        258 |      1,355 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\porducts\product-list\product-list.component.html                          | HTML       |        397 |         71 |         33 |        501 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\porducts\product-list\product-list.component.spec.ts                       | TypeScript |         18 |          0 |          6 |         24 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\porducts\product-list\product-list.component.ts                            | TypeScript |        795 |         62 |        178 |      1,035 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\porducts\product-page\product-page.component.css                           | CSS        |        347 |         16 |         57 |        420 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\porducts\product-page\product-page.component.html                          | HTML       |        227 |          4 |         39 |        270 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\porducts\product-page\product-page.component.ts                            | TypeScript |        493 |          3 |        119 |        615 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\porducts\product-page\safe-pipe.pipe.spec.ts                               | TypeScript |          7 |          0 |          2 |          9 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\porducts\product-page\safe-pipe.pipe.ts                                    | TypeScript |         11 |          0 |          2 |         13 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\porducts\products-carousel\products-carousel.component.css                 | CSS        |         11 |          0 |          1 |         12 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\porducts\products-carousel\products-carousel.component.html                | HTML       |         31 |        126 |          4 |        161 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\porducts\products-carousel\products-carousel.component.spec.ts             | TypeScript |         18 |          0 |          6 |         24 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\porducts\products-carousel\products-carousel.component.ts                  | TypeScript |         90 |          0 |         19 |        109 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\porducts\products.service.ts                                               | TypeScript |         91 |          1 |         35 |        127 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\porducts\single-product\single-product.component.css                       | CSS        |        627 |          6 |        113 |        746 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\porducts\single-product\single-product.component.html                      | HTML       |         29 |        120 |         19 |        168 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\porducts\single-product\single-product.component.spec.ts                   | TypeScript |         18 |          0 |          6 |         24 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\porducts\single-product\single-product.component.ts                        | TypeScript |        190 |          1 |         66 |        257 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\prev.directive.spec.ts                                                     | TypeScript |          7 |          0 |          2 |          9 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\prev.directive.ts                                                          | TypeScript |         13 |          0 |          7 |         20 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\profile\profile.component.css                                              | CSS        |          0 |          0 |          1 |          1 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\profile\profile.component.html                                             | HTML       |          3 |          0 |          2 |          5 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\profile\profile.component.spec.ts                                          | TypeScript |         18 |          0 |          6 |         24 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\profile\profile.component.ts                                               | TypeScript |         26 |          0 |          6 |         32 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\services\admin.guard.spec.ts                                               | TypeScript |         12 |          0 |          5 |         17 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\services\admin.guard.ts                                                    | TypeScript |         27 |          5 |          6 |         38 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\services\auth-interceptor.service.ts                                       | TypeScript |         20 |          0 |          4 |         24 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\services\auth.guard.ts                                                     | TypeScript |         28 |          5 |          5 |         38 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\services\auth.service.spec.ts                                              | TypeScript |         12 |          0 |          5 |         17 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\services\auth.service.ts                                                   | TypeScript |        161 |          3 |         52 |        216 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\services\translate-config.service.ts                                       | TypeScript |         23 |          0 |          6 |         29 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\services\user.model.ts                                                     | TypeScript |          9 |          3 |          4 |         16 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\shared\contact-model.ts                                                    | TypeScript |          5 |          0 |          1 |          6 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\shared\contatc-form\contatc-form.component.css                             | CSS        |         13 |          0 |          2 |         15 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\shared\contatc-form\contatc-form.component.html                            | HTML       |         93 |         95 |          5 |        193 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\shared\contatc-form\contatc-form.component.spec.ts                         | TypeScript |         18 |          0 |          6 |         24 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\shared\contatc-form\contatc-form.component.ts                              | TypeScript |         56 |          0 |         14 |         70 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\shared\product-added-to-cart\checkout.guard.ts                             | TypeScript |         28 |          0 |          2 |         30 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\shared\product-added-to-cart\product-added-to-cart.component.css           | CSS        |          0 |          0 |          1 |          1 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\shared\product-added-to-cart\product-added-to-cart.component.html          | HTML       |          1 |          0 |          1 |          2 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\shared\product-added-to-cart\product-added-to-cart.component.spec.ts       | TypeScript |         18 |          0 |          6 |         24 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\shared\product-added-to-cart\product-added-to-cart.component.ts            | TypeScript |         12 |          0 |          6 |         18 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\spinner\spinner.component.css                                              | CSS        |         80 |          1 |          1 |         82 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\spinner\spinner.component.html                                             | HTML       |          1 |          0 |          1 |          2 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\spinner\spinner.component.spec.ts                                          | TypeScript |         18 |          0 |          6 |         24 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\spinner\spinner.component.ts                                               | TypeScript |         11 |          0 |          5 |         16 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\team\team.component.css                                                    | CSS        |         38 |          0 |          8 |         46 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\team\team.component.html                                                   | HTML       |         61 |          0 |          9 |         70 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\team\team.component.spec.ts                                                | TypeScript |         18 |          0 |          6 |         24 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\team\team.component.ts                                                     | TypeScript |        100 |         12 |         12 |        124 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\the-company\the-company.component.css                                      | CSS        |         70 |          5 |         15 |         90 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\the-company\the-company.component.html                                     | HTML       |         66 |          0 |         12 |         78 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\the-company\the-company.component.spec.ts                                  | TypeScript |         18 |          0 |          6 |         24 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\app\the-company\the-company.component.ts                                       | TypeScript |        107 |          0 |         29 |        136 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\assets\Arrow 1.svg                                                             | XML        |          3 |          0 |          1 |          4 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\assets\Frame 102.svg                                                           | XML        |          7 |          0 |          1 |          8 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\assets\Frame 4 (1).svg                                                         | XML        |          5 |          0 |          1 |          6 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\assets\Frame 4.svg                                                             | XML        |          5 |          0 |          1 |          6 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\assets\Image.svg                                                               | XML        |         24 |          0 |          1 |         25 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\assets\Line 1.svg                                                              | XML        |          3 |          0 |          1 |          4 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\assets\Line 7.svg                                                              | XML        |          3 |          0 |          1 |          4 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\assets\Line 8.svg                                                              | XML        |          3 |          0 |          1 |          4 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\assets\LogoSmall.svg                                                           | XML        |         24 |          0 |          1 |         25 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\assets\PerlaProfilLogo-dark 1.svg                                              | XML        |          8 |          0 |          1 |          9 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\assets\PerlaProfilLogo-white 1.svg                                             | XML        |          8 |          0 |          1 |          9 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\assets\PerlaProfilLogo-white.svg                                               | XML        |        127 |          1 |          1 |        129 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\assets\Rectangle1.svg                                                          | XML        |          3 |          0 |          1 |          4 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\assets\Vector.svg                                                              | XML        |          4 |          0 |          1 |          5 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\assets\bi_cart-check-fill.svg                                                  | XML        |         10 |          0 |          1 |         11 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\assets\bx_search-alt.svg                                                       | XML        |          4 |          0 |          1 |          5 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\assets\bxs_home.svg                                                            | XML        |          3 |          0 |          1 |          4 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\assets\bxs_image-add.svg                                                       | XML        |          4 |          0 |          1 |          5 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\assets\bxs_offer.svg                                                           | XML        |          3 |          0 |          1 |          4 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\assets\bxs_shopping-bag.svg                                                    | XML        |          3 |          0 |          1 |          4 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\assets\carbon_collapse-categories.svg                                          | XML        |          3 |          0 |          1 |          4 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\assets\cart-with-products.svg                                                  | XML        |          6 |          0 |          1 |          7 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\assets\chevron-down.svg                                                        | XML        |          3 |          0 |          1 |          4 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\assets\chevron-right-white.svg                                                 | XML        |          3 |          0 |          1 |          4 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\assets\chevron-right.svg                                                       | XML        |          3 |          0 |          1 |          4 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\assets\clarity_color-palette-solid.svg                                         | XML        |          3 |          0 |          1 |          4 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\assets\control-logo-dark3 1.svg                                                | XML        |         10 |          0 |          1 |         11 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\assets\control-logo-dark3.svg                                                  | XML        |         10 |          0 |          1 |         11 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\assets\control-logo-white-with-green 1.svg                                     | XML        |         10 |          0 |          1 |         11 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\assets\control-logo-white-with-green.svg                                       | XML        |         10 |          0 |          1 |         11 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\assets\control-logo-white.svg                                                  | XML        |         34 |          1 |          1 |         36 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\assets\credit-card.svg                                                         | XML        |          3 |          0 |          1 |          4 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\assets\css\demo.css                                                            | CSS        |        158 |         18 |         31 |        207 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\assets\down lines.svg                                                          | XML        |          7 |          0 |          1 |          8 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\assets\entypo_upload.svg                                                       | XML        |         10 |          0 |          1 |         11 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\assets\equalizer.svg                                                           | XML        |          3 |          0 |          1 |          4 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\assets\fa6-solid_file-pdf.svg                                                  | XML        |         10 |          0 |          1 |         11 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\assets\facebook-f.svg                                                          | XML        |          3 |          0 |          1 |          4 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\assets\footerHr.svg                                                            | XML        |         59 |          0 |          1 |         60 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\assets\footerLines.svg                                                         | XML        |          7 |          0 |          1 |          8 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\assets\heart-alt-filled-green.svg                                              | XML        |          4 |          0 |          1 |          5 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\assets\heart-alt-filled.svg                                                    | XML        |          4 |          0 |          1 |          5 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\assets\heart-alt-green.svg                                                     | XML        |          3 |          0 |          1 |          4 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\assets\heart-alt.svg                                                           | XML        |          3 |          0 |          1 |          4 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\assets\i18n\el.json                                                            | JSON       |        172 |          0 |          3 |        175 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\assets\i18n\en.json                                                            | JSON       |        170 |          0 |          3 |        173 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\assets\incoming-call.svg                                                       | XML        |          3 |          0 |          1 |          4 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\assets\instagram.svg                                                           | XML        |          3 |          0 |          1 |          4 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\assets\location-pin-alt.svg                                                    | XML        |          3 |          0 |          1 |          4 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\assets\mail.svg                                                                | XML        |          4 |          0 |          1 |          5 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\assets\mailSmall.svg                                                           | XML        |          4 |          0 |          1 |          5 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\assets\map.svg                                                                 | XML        |          3 |          0 |          1 |          4 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\assets\message.svg                                                             | XML        |          3 |          0 |          1 |          4 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\assets\mosqui-logo-dark2 1.svg                                                 | XML        |          9 |          0 |          1 |         10 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\assets\mosqui-logo-dark2.svg                                                   | XML        |          9 |          0 |          1 |         10 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\assets\mosqui-logo-white-with-green.svg                                        | XML        |          9 |          0 |          1 |         10 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\assets\mosqui-logo-white.svg                                                   | XML        |         52 |          1 |          1 |         54 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\assets\motion-logo-dark2 1.svg                                                 | XML        |         10 |          0 |          1 |         11 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\assets\motion-logo-dark2.svg                                                   | XML        |         10 |          0 |          1 |         11 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\assets\motion-logo-white-with-green.svg                                        | XML        |         10 |          0 |          1 |         11 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\assets\motion-logo-white.svg                                                   | XML        |         30 |          1 |          1 |         32 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\assets\phone.svg                                                               | XML        |          3 |          0 |          1 |          4 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\assets\print.svg                                                               | XML        |          3 |          0 |          1 |          4 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\assets\profile-logo-dark2 1.svg                                                | XML        |         11 |          0 |          1 |         12 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\assets\profile-logo-dark2.svg                                                  | XML        |         11 |          0 |          1 |         12 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\assets\profile-logo-white-with-green.svg                                       | XML        |         11 |          0 |          1 |         12 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\assets\profile-logo-white.svg                                                  | XML        |         25 |          1 |          1 |         27 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\assets\scss\paper-dashboard.scss                                               | SCSS       |         31 |         22 |          9 |         62 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\assets\scss\paper-dashboard\_alerts.scss                                       | SCSS       |         62 |          0 |         13 |         75 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\assets\scss\paper-dashboard\_animated-buttons.scss                             | SCSS       |         60 |          1 |         11 |         72 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\assets\scss\paper-dashboard\_buttons.scss                                      | SCSS       |        204 |          4 |         27 |        235 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\assets\scss\paper-dashboard\_cards.scss                                        | SCSS       |        113 |          0 |         28 |        141 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\assets\scss\paper-dashboard\_checkboxes-radio.scss                             | SCSS       |        124 |          0 |         19 |        143 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\assets\scss\paper-dashboard\_dropdown.scss                                     | SCSS       |        422 |          5 |         54 |        481 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\assets\scss\paper-dashboard\_fixed-plugin.scss                                 | SCSS       |        290 |          0 |         53 |        343 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\assets\scss\paper-dashboard\_footers.scss                                      | SCSS       |         38 |          0 |          9 |         47 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\assets\scss\paper-dashboard\_images.scss                                       | SCSS       |          7 |          0 |          1 |          8 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\assets\scss\paper-dashboard\_inputs.scss                                       | SCSS       |        347 |          2 |         55 |        404 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\assets\scss\paper-dashboard\_misc.scss                                         | SCSS       |        135 |          3 |         15 |        153 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\assets\scss\paper-dashboard\_mixins.scss                                       | SCSS       |          7 |          1 |          1 |          9 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\assets\scss\paper-dashboard\_navbar.scss                                       | SCSS       |        256 |          0 |         55 |        311 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\assets\scss\paper-dashboard\_nucleo-outline.scss                               | SCSS       |        435 |         29 |        103 |        567 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\assets\scss\paper-dashboard\_page-header.scss                                  | SCSS       |         73 |          0 |         13 |         86 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\assets\scss\paper-dashboard\_responsive.scss                                   | SCSS       |        462 |          0 |         89 |        551 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\assets\scss\paper-dashboard\_sidebar-and-main-panel.scss                       | SCSS       |        306 |          1 |         55 |        362 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\assets\scss\paper-dashboard\_tables.scss                                       | SCSS       |        150 |          0 |         24 |        174 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\assets\scss\paper-dashboard\_typography.scss                                   | SCSS       |        148 |          5 |         21 |        174 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\assets\scss\paper-dashboard\_variables.scss                                    | SCSS       |        274 |         19 |        112 |        405 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\assets\scss\paper-dashboard\angular\_dropdown.scss                             | SCSS       |          3 |          0 |          1 |          4 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\assets\scss\paper-dashboard\angular\_fixed-plugin.scss                         | SCSS       |         11 |          0 |          1 |         12 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\assets\scss\paper-dashboard\angular\_inputs.scss                               | SCSS       |          3 |          0 |          1 |          4 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\assets\scss\paper-dashboard\angular\_plugin-ngx-toastr.scss                    | SCSS       |         92 |          0 |         15 |        107 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\assets\scss\paper-dashboard\angular\_sidebar-and-main-panel.scss               | SCSS       |          7 |          0 |          2 |          9 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\assets\scss\paper-dashboard\cards\_card-chart.scss                             | SCSS       |         41 |          0 |          8 |         49 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\assets\scss\paper-dashboard\cards\_card-map.scss                               | SCSS       |          3 |          0 |          1 |          4 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\assets\scss\paper-dashboard\cards\_card-plain.scss                             | SCSS       |         14 |          0 |          4 |         18 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\assets\scss\paper-dashboard\cards\_card-stats.scss                             | SCSS       |         39 |          0 |         10 |         49 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\assets\scss\paper-dashboard\cards\_card-user.scss                              | SCSS       |         41 |          0 |         10 |         51 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\assets\scss\paper-dashboard\mixins\_buttons.scss                               | SCSS       |        179 |          2 |         32 |        213 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\assets\scss\paper-dashboard\mixins\_cards.scss                                 | SCSS       |          4 |          0 |          1 |          5 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\assets\scss\paper-dashboard\mixins\_dropdown.scss                              | SCSS       |         19 |          0 |          6 |         25 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\assets\scss\paper-dashboard\mixins\_inputs.scss                                | SCSS       |        188 |          6 |         40 |        234 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\assets\scss\paper-dashboard\mixins\_page-header.scss                           | SCSS       |          7 |          0 |          1 |          8 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\assets\scss\paper-dashboard\mixins\_transparency.scss                          | SCSS       |          5 |          2 |          2 |          9 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\assets\scss\paper-dashboard\mixins\_vendor-prefixes.scss                       | SCSS       |        204 |          0 |         25 |        229 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\assets\scss\paper-dashboard\plugins\_plugin-animate-bootstrap-notify.scss      | SCSS       |        153 |          7 |         68 |        228 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\assets\scss\paper-dashboard\plugins\_plugin-perfect-scrollbar.scss             | SCSS       |        104 |          9 |          1 |        114 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\assets\shopping-cart.svg                                                       | XML        |          5 |          0 |          1 |          6 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\assets\showAll.svg                                                             | XML        |          3 |          0 |          1 |          4 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\assets\straight lines.svg                                                      | XML        |          5 |          0 |          1 |          6 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\assets\trash-alt-white.svg                                                     | XML        |          3 |          0 |          1 |          4 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\assets\trash-alt.svg                                                           | XML        |          3 |          0 |          1 |          4 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\assets\upper lines.svg                                                         | XML        |          7 |          0 |          1 |          8 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\assets\user-green.svg                                                          | XML        |          3 |          0 |          1 |          4 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\assets\user.svg                                                                | XML        |          3 |          0 |          1 |          4 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\assets\x-black.svg                                                             | XML        |          4 |          0 |          1 |          5 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\assets\x-red.svg                                                               | XML        |          4 |          0 |          1 |          5 |
| c:\Users\User1\Desktop\B2bProject\b2b\b2bProject\src\assets\youtube.svg                                                             | XML        |          3 |          0 |          1 |          4 |
